timestamp,voltage

2023-02-14 14:53:26.605434,2.237676179764094

2023-02-14 14:53:26.656286,2.2282177079468966

2023-02-14 14:53:26.700205,2.2285438621474896

2023-02-14 14:53:26.744124,2.2243038575397804

2023-02-14 14:53:26.788508,2.2252823201415595

2023-02-14 14:53:26.835173,2.2265869369439315

2023-02-14 14:53:26.881633,2.2282177079468966

2023-02-14 14:53:26.926233,2.2272392453451175

2023-02-14 14:53:26.969548,2.2282177079468966

2023-02-14 14:53:27.012448,2.2298484789498616

2023-02-14 14:53:27.054227,2.2298484789498616

2023-02-14 14:53:27.098080,2.2301746331504546

2023-02-14 14:53:27.141488,2.2334361751563847

2023-02-14 14:53:27.185060,2.2308269415516406

2023-02-14 14:53:27.227863,2.2305007873510476

2023-02-14 14:53:27.271419,2.2318054041534197

2023-02-14 14:53:27.314899,2.2314792499528266

2023-02-14 14:53:27.358504,2.2318054041534197

2023-02-14 14:53:27.403250,2.2327838667551987

2023-02-14 14:53:27.446377,2.2324577125546057

2023-02-14 14:53:27.489263,2.2321315583540127

2023-02-14 14:53:27.531988,2.2327838667551987

2023-02-14 14:53:27.574354,2.2337623293569777

2023-02-14 14:53:27.618366,2.2331100209557917

2023-02-14 14:53:27.662610,2.2347407919587567

2023-02-14 14:53:27.704985,2.2337623293569777

2023-02-14 14:53:27.748159,2.2334361751563847

2023-02-14 14:53:27.792115,2.2340884835575707

2023-02-14 14:53:27.835586,2.2340884835575707

2023-02-14 14:53:27.877930,2.2334361751563847

2023-02-14 14:53:27.921115,2.2324577125546057

2023-02-14 14:53:27.964944,2.2340884835575707

2023-02-14 14:53:28.009317,2.2347407919587567

2023-02-14 14:53:28.052602,2.2344146377581637

2023-02-14 14:53:28.096502,2.2344146377581637

2023-02-14 14:53:28.139226,2.236371562961722

2023-02-14 14:53:28.182847,2.2350669461593498

2023-02-14 14:53:28.226232,2.2347407919587567

2023-02-14 14:53:28.271724,2.236697717162315

2023-02-14 14:53:28.316177,2.2357192545605358

2023-02-14 14:53:28.360773,2.2357192545605358

2023-02-14 14:53:28.406102,2.237023871362908

2023-02-14 14:53:28.450720,2.2353931003599428

2023-02-14 14:53:28.495305,2.236697717162315

2023-02-14 14:53:28.538680,2.2340884835575707

2023-02-14 14:53:28.582173,2.2357192545605358

2023-02-14 14:53:28.625149,2.236697717162315

2023-02-14 14:53:28.668318,2.236045408761129

2023-02-14 14:53:28.712514,2.236045408761129

2023-02-14 14:53:28.756397,2.236697717162315

2023-02-14 14:53:28.800852,2.236045408761129

